X,Data Status,Date,Partner,Offer,Leads,Exclusive Auto Converted,Exclusive Auto Pct Gross,Agent Conversion Eligible,Agent Converted,Agent Conversion Pct,Avg Rev Per Agent Conv,Avg Cost,Avg Scrub Cost,Sum Cost,Sum Scrub Cost,Average Auto Revenue,Sum Auto Revenue,Avg Agent Revenue,Sum of Agent Revenue,Avg Revenue,Sum Revenue,Avg Income,Sum Income,
Oct'22,Regular,10/1/22,Partner_12,Offer_21,18,0,0,18,3,16.67,21.67,4,3.2,72,57.6,0,0,3.61,65,3.61,65,0.41,7.4,
Oct'22,Regular,10/1/22,Partner_12,Offer_01,12,12,100,0,0,0,0,5,4,60,48,14,168,0,0,14,168,10,120,
Oct'22,Regular,10/1/22,Partner_12,Offer_06,98,0,0,98,14,14.29,21,4,3.2,392,313.6,0,0,3,294,3,294,-0.2,-19.6,
Oct'22,Regular,10/1/22,Partner_12,Offer_07,18,12,66.67,6,0,0,0,4.73,3.78,85.12,68.12,9.33,168,0,0,9.33,168,5.55,99.88,
Oct'22,Regular,10/1/22,Partner_12,Offer_08,1,1,100,0,0,0,0,5,4,5,4,17,17,0,0,17,17,13,13,
Oct'22,Regular,10/1/22,Partner_13,Offer_04,221,0,0,221,0,0,0,3.24,3.24,717.12,717.12,0,0,0,0,0,0,-3.24,-717.12,
Oct'22,Regular,10/1/22,Partner_13,Offer_14,19,0,0,19,0,0,0,1.53,1.53,29.14,29.14,0,0,0,0,0,0,-1.53,-29.14,
Oct'22,Regular,10/1/22,Partner_13,Offer_09,9,0,0,9,1,11.11,30,4,4,36,36,0,0,3.33,30,3.33,30,-0.67,-6,
Oct'22,Regular,10/1/22,Partner_15,Offer_01,9,0,0,9,1,11.11,11,4.2,2.94,37.8,26.46,0,0,1.22,11,1.22,11,-1.72,-15.46,
Oct'22,Regular,10/1/22,Partner_15,Offer_02,2,0,0,2,0,0,0,3,2.1,6,4.2,0,0,0,0,0,0,-2.1,-4.2,
Oct'22,Regular,10/1/22,Partner_15,Offer_04,3,3,100,0,0,0,0,11,7.7,33,23.1,22,66,0,0,22,66,14.3,42.9,
Oct'22,Regular,10/1/22,Partner_15,Offer_05,4,0,0,4,1,25,17,3.25,2.28,13,9.1,0,0,4.25,17,4.25,17,1.97,7.9,
Oct'22,Regular,10/1/22,Partner_15,Offer_06,7,0,0,7,2,28.57,21,3,2.1,21,14.7,0,0,6,42,6,42,3.9,27.3,
Oct'22,Regular,10/1/22,Partner_15,Offer_20,1,0,0,1,0,0,0,3,2.1,3,2.1,0,0,0,0,0,0,-2.1,-2.1,
Oct'22,Regular,10/1/22,Partner_15,Offer_07,2,0,0,2,0,0,0,3,2.1,6,4.2,0,0,0,0,0,0,-2.1,-4.2,
Oct'22,Regular,10/1/22,Partner_15,Offer_08,1,0,0,1,0,0,0,6,4.2,6,4.2,0,0,0,0,0,0,-4.2,-4.2,
Oct'22,Regular,10/1/22,Partner_15,Offer_09,31,0,0,31,4,12.9,25.88,4.2,2.94,130.13,91.13,0,0,3.34,103.5,3.34,103.5,0.4,12.37,
Oct'22,Regular,10/1/22,Partner_16,Offer_01,1,0,0,1,0,0,0,3,2.1,3,2.1,0,0,0,0,0,0,-2.1,-2.1,
Oct'22,Regular,10/1/22,Partner_16,Offer_02,11,2,18.18,9,2,22.22,25,3,2.1,33,23.1,0.55,6,4.55,50,5.09,56,2.99,32.9,
Oct'22,Regular,10/1/22,Partner_16,Offer_24,1,0,0,1,0,0,0,3,2.1,3,2.1,0,0,0,0,0,0,-2.1,-2.1,
Oct'22,Regular,10/1/22,Partner_16,Offer_03,75,0,0,75,14,18.67,7.75,2.99,2.1,224.4,157.2,0,0,1.45,108.5,1.45,108.5,-0.65,-48.7,
Oct'22,Regular,10/1/22,Partner_16,Offer_04,4,0,0,4,1,25,2.5,5,3.5,20,14,0,0,0.62,2.5,0.62,2.5,-2.88,-11.5,
Oct'22,Regular,10/1/22,Partner_16,Offer_19,1,0,0,1,0,0,0,2,1.4,2,1.4,0,0,0,0,0,0,-1.4,-1.4,
Oct'22,Regular,10/1/22,Partner_16,Offer_05,4,0,0,4,0,0,0,3,2.1,12,8.4,0,0,0,0,0,0,-2.1,-8.4,
Oct'22,Regular,10/1/22,Partner_16,Offer_15,1,0,0,1,1,100,22,3,2.1,3,2.1,0,0,22,22,22,22,19.9,19.9,
Oct'22,Regular,10/1/22,Partner_16,Offer_16,18,0,0,18,3,16.67,24.17,5,3.5,90,63,0,0,4.03,72.5,4.03,72.5,0.53,9.5,
Oct'22,Regular,10/1/22,Partner_16,Offer_06,49,0,0,49,9,18.37,21,2.84,1.99,139.05,97.35,0,0,3.86,189,3.86,189,1.87,91.65,
Oct'22,Regular,10/1/22,Partner_16,Offer_08,1,0,0,1,0,0,0,6,4.2,6,4.2,0,0,0,0,0,0,-4.2,-4.2,
Oct'22,Regular,10/1/22,Partner_16,Offer_17,7,0,0,7,0,0,0,8,5.6,56,39.2,0,0,0,0,0,0,-5.6,-39.2,
Oct'22,Regular,10/1/22,Partner_16,Offer_09,9,0,0,9,2,22.22,5.25,4.02,2.82,36.2,25.34,0,0,1.17,10.5,1.17,10.5,-1.65,-14.84,
Oct'22,Regular,10/1/22,Partner_41,Offer_01,237,0,0,237,29,12.24,27.47,2.85,2.28,676.35,541.15,0,0,3.36,796.5,3.36,796.5,1.08,255.35,
Oct'22,Regular,10/1/22,Partner_41,Offer_04,234,0,0,234,12,5.13,38.12,4.12,3.3,964.58,771.78,0,0,1.96,457.5,1.96,457.5,-1.34,-314.28,
Oct'22,Regular,10/1/22,Partner_41,Offer_05,232,0,0,232,13,5.6,17,1.28,1.03,297.32,238.32,0,0,0.95,221,0.95,221,-0.07,-17.32,
Oct'22,Regular,10/1/22,Partner_41,Offer_14,4,0,0,4,0,0,0,5,4,20,16,0,0,0,0,0,0,-4,-16,
Oct'22,Regular,10/1/22,Partner_41,Offer_07,78,0,0,78,14,17.95,11.57,4,3.2,312.24,249.84,0,0,2.08,162,2.08,162,-1.13,-87.84,
Oct'22,Regular,10/1/22,Partner_41,Offer_09,111,0,0,111,14,12.61,32.96,1.25,1,138.61,111.11,0,0,4.16,461.5,4.16,461.5,3.16,350.39,
Oct'22,Regular,10/1/22,Partner_17,Offer_21,95,0,0,95,28,29.47,14.04,4,3.2,380,304,0,0,4.14,393,4.14,393,0.94,89,
Oct'22,Regular,10/1/22,Partner_17,Offer_01,138,29,21.01,109,17,15.6,38.85,6.5,5.2,897.3,717.88,2.94,406,4.79,660.5,7.73,"1,066.50",2.53,348.62,
Oct'22,Regular,10/1/22,Partner_17,Offer_02,7,7,100,0,0,0,0,4.51,3.61,31.57,25.27,3,21,0,0,3,21,-0.61,-4.27,
Oct'22,Regular,10/1/22,Partner_17,Offer_24,3,0,0,3,0,0,0,4.01,3.21,12.03,9.63,0,0,0,0,0,0,-3.21,-9.63,
Oct'22,Regular,10/1/22,Partner_17,Offer_04,112,45,40.18,67,19,28.36,31.76,6.02,4.82,674.29,539.63,8.84,990,5.39,603.5,14.23,"1,593.50",9.41,"1,053.87",
Oct'22,Regular,10/1/22,Partner_17,Offer_14,5,3,60,2,0,0,0,6.4,5.12,32,25.6,8.4,42,0,0,8.4,42,3.28,16.4,
Oct'22,Regular,10/1/22,Partner_17,Offer_07,55,52,94.55,3,0,0,0,13.48,10.78,741.15,592.93,17.84,981,0,0,17.84,981,7.06,388.07,
Oct'22,Regular,10/1/22,Partner_17,Offer_08,24,4,16.67,20,8,40,7,4.34,3.47,104.1,83.3,2.71,65,2.33,56,5.04,121,1.57,37.7,
Oct'22,Regular,10/1/22,Partner_17,Offer_32,4,4,100,0,0,0,0,6.51,5.21,26.04,20.84,23.75,95,0,0,23.75,95,18.54,74.16,
Oct'22,Regular,10/1/22,Partner_17,Offer_09,130,81,62.31,49,1,2.04,2.5,10.08,8.06,"1,310.13","1,048.29",8.98,"1,167.00",0.02,2.5,9,"1,169.50",0.93,121.21,
Oct'22,Regular,10/1/22,Partner_19,Offer_01,214,0,0,214,22,10.28,20.5,1.44,1.15,307.38,246.02,0,0,2.11,451,2.11,451,0.96,204.98,
Oct'22,Regular,10/1/22,Partner_19,Offer_04,1,0,0,1,0,0,0,7,5.6,7,5.6,0,0,0,0,0,0,-5.6,-5.6,
Oct'22,Regular,10/1/22,Partner_19,Offer_22,28,0,0,28,2,7.14,28.5,3,2.4,84,67.2,0,0,2.04,57,2.04,57,-0.36,-10.2,
Oct'22,Regular,10/1/22,Partner_45,Offer_01,6,0,0,6,0,0,0,3.33,2.67,20,16,0,0,0,0,0,0,-2.67,-16,
Oct'22,Coreg,10/1/22,Partner_45,Offer_30,4,0,0,4,0,0,0,0.02,0.02,0.08,0.08,0,0,0,0,0,0,-0.02,-0.08,
Oct'22,Regular,10/1/22,Partner_45,Offer_09,33,0,0,33,1,3.03,98,3.15,2.52,104,83.2,0,0,2.97,98,2.97,98,0.45,14.8,
Oct'22,Regular,10/1/22,Partner_20,Offer_04,61,61,100,0,0,0,0,15,15,915,915,22,"1,342.00",0,0,22,"1,342.00",7,427,
Oct'22,Regular,10/1/22,Partner_20,Offer_07,24,0,0,24,0,0,0,2.59,2.59,62.17,62.17,0,0,0,0,0,0,-2.59,-62.17,
Oct'22,Regular,10/1/22,Partner_20,Offer_09,149,0,0,149,13,8.72,10.42,1.12,1.12,166.95,166.95,0,0,0.91,135.5,0.91,135.5,-0.21,-31.45,
Oct'22,Coreg,10/1/22,Partner_23,Offer_28,7,0,0,7,0,0,0,0.4,0.36,2.8,2.52,0,0,0,0,0,0,-0.36,-2.52,
Oct'22,Regular,10/1/22,Partner_24,Offer_21,23,0,0,23,5,21.74,21.8,2.48,2.11,57,48.45,0,0,4.74,109,4.74,109,2.63,60.55,
Oct'22,Regular,10/1/22,Partner_24,Offer_01,466,17,3.65,449,51,11.36,25.49,3.17,2.69,"1,475.88","1,253.90",0.51,238,2.79,"1,300.00",3.3,"1,538.00",0.61,284.1,
Oct'22,Regular,10/1/22,Partner_24,Offer_02,73,3,4.11,70,11,15.71,23.73,2.09,1.78,152.7,129.9,0.12,9,3.58,261,3.7,270,1.92,140.1,
Oct'22,Regular,10/1/22,Partner_24,Offer_24,15,0,0,15,2,13.33,18,4.01,3.41,60.15,51.15,0,0,2.4,36,2.4,36,-1.01,-15.15,
Oct'22,Regular,10/1/22,Partner_24,Offer_03,87,0,0,87,14,16.09,29.36,2.01,1.71,174.87,148.77,0,0,4.72,411,4.72,411,3.01,262.23,
Oct'22,Regular,10/1/22,Partner_24,Offer_04,32,32,100,0,0,0,0,14.76,12.55,472.41,401.6,22,704,0,0,22,704,9.45,302.4,
Oct'22,Regular,10/1/22,Partner_24,Offer_12,1,0,0,1,0,0,0,2,1.7,2,1.7,0,0,0,0,0,0,-1.7,-1.7,
Oct'22,Regular,10/1/22,Partner_24,Offer_05,88,0,0,88,17,19.32,17,2.01,1.71,176.88,150.48,0,0,3.28,289,3.28,289,1.57,138.52,
Oct'22,Regular,10/1/22,Partner_24,Offer_23,16,0,0,16,3,18.75,18,4.01,3.41,64.16,54.56,0,0,3.38,54,3.38,54,-0.03,-0.56,
Oct'22,Regular,10/1/22,Partner_24,Offer_15,7,0,0,7,2,28.57,22,3,2.55,21,17.85,0,0,6.29,44,6.29,44,3.74,26.15,
Oct'22,Regular,10/1/22,Partner_24,Offer_16,116,0,0,116,21,18.1,35,3.39,2.88,393.15,334.2,0,0,6.34,735,6.34,735,3.46,400.8,
Oct'22,Regular,10/1/22,Partner_24,Offer_06,149,0,0,149,14,9.4,21,2.01,1.71,299.49,254.79,0,0,1.97,294,1.97,294,0.26,39.21,
Oct'22,Regular,10/1/22,Partner_24,Offer_20,52,0,0,52,11,21.15,14.09,4,3.4,208,176.8,0,0,2.98,155,2.98,155,-0.42,-21.8,
Oct'22,Regular,10/1/22,Partner_24,Offer_07,78,8,10.26,70,6,8.57,23.33,4.05,3.44,315.8,268.09,2.19,171,1.79,140,3.99,311,0.55,42.91,
Oct'22,Regular,10/1/22,Partner_24,Offer_08,11,0,0,11,2,18.18,30,2.45,2.08,27,22.9,0,0,5.45,60,5.45,60,3.37,37.1,
Oct'22,Regular,10/1/22,Partner_24,Offer_17,5,0,0,5,1,20,28,6,5.1,30,25.5,0,0,5.6,28,5.6,28,0.5,2.5,
Oct'22,Regular,10/1/22,Partner_24,Offer_09,52,3,5.77,49,4,8.16,56.5,2.5,2.13,130.13,110.63,0.81,42,4.35,226,5.15,268,3.03,157.37,
Oct'22,Regular,10/1/22,Partner_25,Offer_21,63,0,0,63,4,6.35,23.5,2,1.7,126.16,107.26,0,0,1.49,94,1.49,94,-0.21,-13.26,
Oct'22,Regular,10/1/22,Partner_25,Offer_01,96,0,0,96,13,13.54,25.46,3.1,2.64,297.3,253.12,0,0,3.45,331,3.45,331,0.81,77.88,
Oct'22,Regular,10/1/22,Partner_25,Offer_02,19,19,100,0,0,0,0,3,2.55,57,48.45,3,57,0,0,3,57,0.45,8.55,
Oct'22,Regular,10/1/22,Partner_25,Offer_24,21,0,0,21,2,9.52,18,4,3.4,84,71.4,0,0,1.71,36,1.71,36,-1.69,-35.4,
Oct'22,Regular,10/1/22,Partner_25,Offer_03,45,0,0,45,2,4.44,35,2.01,1.71,90.45,76.95,0,0,1.56,70,1.56,70,-0.15,-6.95,
Oct'22,Regular,10/1/22,Partner_25,Offer_04,73,0,0,73,8,10.96,45,4.01,3.41,292.73,248.93,0,0,4.93,360,4.93,360,1.52,111.07,
Oct'22,Regular,10/1/22,Partner_25,Offer_19,40,0,0,40,6,15,17,2.21,1.88,88.4,75.2,0,0,2.55,102,2.55,102,0.67,26.8,
Oct'22,Regular,10/1/22,Partner_25,Offer_05,59,0,0,59,8,13.56,17,2.01,1.71,118.59,100.89,0,0,2.31,136,2.31,136,0.6,35.11,
Oct'22,Regular,10/1/22,Partner_25,Offer_23,6,0,0,6,1,16.67,18,2.01,1.71,12.06,10.26,0,0,3,18,3,18,1.29,7.74,
Oct'22,Regular,10/1/22,Partner_25,Offer_13,4,0,0,4,0,0,0,2,1.7,8,6.8,0,0,0,0,0,0,-1.7,-6.8,
Oct'22,Regular,10/1/22,Partner_25,Offer_14,2,0,0,2,0,0,0,3,2.55,6,5.1,0,0,0,0,0,0,-2.55,-5.1,
Oct'22,Regular,10/1/22,Partner_25,Offer_15,27,0,0,27,5,18.52,22,3,2.55,81,68.85,0,0,4.07,110,4.07,110,1.52,41.15,
Oct'22,Regular,10/1/22,Partner_25,Offer_16,75,0,0,75,10,13.33,35,2.27,1.93,170,144.5,0,0,4.67,350,4.67,350,2.74,205.5,
Oct'22,Regular,10/1/22,Partner_25,Offer_06,242,0,0,242,44,18.18,21,2.87,2.44,695.42,591.47,0,0,3.82,924,3.82,924,1.37,332.53,
Oct'22,Regular,10/1/22,Partner_25,Offer_20,58,0,0,58,9,15.52,18.56,2.01,1.71,116.58,99.18,0,0,2.88,167,2.88,167,1.17,67.82,
Oct'22,Regular,10/1/22,Partner_25,Offer_07,49,0,0,49,4,8.16,16.5,3.27,2.78,160.4,136.4,0,0,1.35,66,1.35,66,-1.44,-70.4,
Oct'22,Regular,10/1/22,Partner_25,Offer_08,3,0,0,3,0,0,0,2,1.7,6,5.1,0,0,0,0,0,0,-1.7,-5.1,
Oct'22,Regular,10/1/22,Partner_25,Offer_22,1,0,0,1,0,0,0,4,3.4,4,3.4,0,0,0,0,0,0,-3.4,-3.4,
Oct'22,Regular,10/1/22,Partner_25,Offer_17,5,0,0,5,0,0,0,3,2.55,15,12.75,0,0,0,0,0,0,-2.55,-12.75,
Oct'22,Regular,10/1/22,Partner_25,Offer_09,48,0,0,48,2,4.17,17,2.96,2.52,142.28,120.98,0,0,0.71,34,0.71,34,-1.81,-86.98,
Oct'22,Regular,10/1/22,Partner_26,Offer_01,3,3,100,0,0,0,0,8,5.6,24,16.8,14,42,0,0,14,42,8.4,25.2,
Oct'22,Regular,10/1/22,Partner_26,Offer_04,12,4,33.33,8,3,37.5,45,11,7.7,132,92.4,7.33,88,11.25,135,18.58,223,10.88,130.6,
Oct'22,Regular,10/1/22,Partner_26,Offer_14,1,1,100,0,0,0,0,8,5.6,8,5.6,14,14,0,0,14,14,8.4,8.4,
Oct'22,Regular,10/1/22,Partner_26,Offer_16,5,5,100,0,0,0,0,7,4.9,35,24.5,16.5,82.5,0,0,16.5,82.5,11.6,58,
Oct'22,Regular,10/1/22,Partner_26,Offer_06,22,0,0,22,1,4.55,21,6,4.2,132,92.4,0,0,0.95,21,0.95,21,-3.25,-71.4,
Oct'22,Regular,10/1/22,Partner_26,Offer_07,3,3,100,0,0,0,0,14,9.8,42,29.4,14,42,0,0,14,42,4.2,12.6,
Oct'22,Regular,10/1/22,Partner_26,Offer_17,8,0,0,8,4,50,34.75,8.5,5.95,68,47.6,0,0,17.38,139,17.38,139,11.42,91.4,
Oct'22,Regular,10/1/22,Partner_26,Offer_09,7,7,100,0,0,0,0,11,7.7,77,53.9,14.43,101,0,0,14.43,101,6.73,47.1,
Oct'22,Regular,10/1/22,Partner_27,Offer_21,229,0,0,229,47,20.52,24.64,3,2.1,687.45,481.35,0,0,5.06,"1,158.20",5.06,"1,158.20",2.96,676.85,
Oct'22,Regular,10/1/22,Partner_27,Offer_01,680,45,6.62,635,64,10.08,28.18,3.26,2.28,"2,216.26","1,551.76",0.93,630,2.65,"1,803.50",3.58,"2,433.50",1.3,881.74,
Oct'22,Regular,10/1/22,Partner_27,Offer_02,434,11,2.53,423,67,15.84,24.7,3.04,2.13,"1,319.43",924.87,0.08,33,3.81,"1,655.00",3.89,"1,688.00",1.76,763.13,
Oct'22,Regular,10/1/22,Partner_27,Offer_03,727,0,0,727,128,17.61,23.13,3.01,2.11,"2,188.27","1,533.97",0,0,4.07,"2,960.10",4.07,"2,960.10",1.96,"1,426.13",
Oct'22,Regular,10/1/22,Partner_27,Offer_11,112,0,0,112,17,15.18,24.29,3.01,2.11,337.12,236.32,0,0,3.69,413,3.69,413,1.58,176.68,
Oct'22,Regular,10/1/22,Partner_27,Offer_04,171,1,0.58,170,26,15.29,42.15,4.15,2.91,709.7,497.3,0.08,14,6.41,"1,096.00",6.49,"1,110.00",3.58,612.7,
Oct'22,Regular,10/1/22,Partner_27,Offer_05,127,0,0,127,17,13.39,17.09,3,2.1,381,266.7,0,0,2.29,290.5,2.29,290.5,0.19,23.8,
Oct'22,Regular,10/1/22,Partner_27,Offer_13,13,0,0,13,2,15.38,16,3,2.1,39,27.3,0,0,2.46,32,2.46,32,0.36,4.7,
Oct'22,Regular,10/1/22,Partner_27,Offer_14,36,12,33.33,24,3,12.5,28.83,3.86,2.7,139,97.3,4.67,168,2.4,86.5,7.07,254.5,4.37,157.2,
Oct'22,Regular,10/1/22,Partner_27,Offer_15,192,0,0,192,37,19.27,22.12,3,2.1,576,403.2,0,0,4.26,818.5,4.26,818.5,2.16,415.3,
Oct'22,Regular,10/1/22,Partner_27,Offer_16,179,0,0,179,25,13.97,31.44,3.26,2.28,583.65,408.6,0,0,4.39,786,4.39,786,2.11,377.4,
Oct'22,Regular,10/1/22,Partner_27,Offer_06,916,0,0,916,171,18.67,20.74,3.59,2.51,"3,288.35","2,303.45",0,0,3.87,"3,546.50",3.87,"3,546.50",1.36,"1,243.05",
Oct'22,Regular,10/1/22,Partner_27,Offer_20,3,1,33.33,2,0,0,0,4,2.8,12,8.4,4.67,14,0,0,4.67,14,1.87,5.6,
Oct'22,Regular,10/1/22,Partner_27,Offer_07,73,22,30.14,51,0,0,0,4.13,2.89,301.26,210.96,4.22,308,0,0,4.22,308,1.33,97.04,
Oct'22,Regular,10/1/22,Partner_27,Offer_08,78,2,2.56,76,12,15.79,58.5,3.32,2.32,258.66,181.26,0.36,28,9,702,9.36,730,7.04,548.74,
Oct'22,Regular,10/1/22,Partner_27,Offer_22,3,0,0,3,1,33.33,1.1,3.67,2.57,11.02,7.72,0,0,0.37,1.1,0.37,1.1,-2.21,-6.62,
Oct'22,Regular,10/1/22,Partner_27,Offer_17,20,0,0,20,3,15,37,5.66,3.96,113.13,79.23,0,0,5.55,111,5.55,111,1.59,31.77,
Oct'22,Regular,10/1/22,Partner_27,Offer_32,70,0,0,70,10,14.29,37,3.01,2.11,210.7,147.7,0,0,5.29,370,5.29,370,3.18,222.3,
Oct'22,Regular,10/1/22,Partner_27,Offer_09,369,16,4.34,353,36,10.2,32.07,3.36,2.35,"1,239.97",868.57,0.61,224,3.13,"1,154.50",3.74,"1,378.50",1.38,509.93,
Oct'22,Regular,10/1/22,Partner_44,Offer_04,1,0,0,1,0,0,0,1.1,0.88,1.1,0.88,0,0,0,0,0,0,-0.88,-0.88,
Oct'22,Coreg,10/1/22,Partner_44,Offer_07,8,0,0,8,0,0,0,1.01,0.81,8.08,6.48,0,0,0,0,0,0,-0.81,-6.48,
Oct'22,Coreg,10/1/22,Partner_44,Offer_09,8,0,0,8,0,0,0,1.01,0.81,8.08,6.48,0,0,0,0,0,0,-0.81,-6.48,
Oct'22,Coreg,10/1/22,Partner_29,Offer_03,8,0,0,8,3,37.5,48.33,0.82,0.65,6.53,5.23,0,0,18.12,145,18.12,145,17.47,139.77,
Oct'22,Coreg,10/1/22,Partner_29,Offer_19,13,0,0,13,2,15.38,17,1.01,0.81,13.13,10.53,0,0,2.62,34,2.62,34,1.81,23.47,
Oct'22,Regular,10/1/22,Partner_29,Offer_23,1,0,0,1,0,0,0,3,2.4,3,2.4,0,0,0,0,0,0,-2.4,-2.4,
Oct'22,Regular,10/1/22,Partner_29,Offer_20,2,0,0,2,0,0,0,2,1.6,4,3.2,0,0,0,0,0,0,-1.6,-3.2,
Oct'22,Regular,10/1/22,Partner_29,Offer_07,7,0,0,7,0,0,0,2.01,1.61,14.07,11.27,0,0,0,0,0,0,-1.61,-11.27,
Oct'22,Coreg,10/1/22,Partner_29,Offer_09,61,0,0,61,8,13.11,22.56,1.01,0.81,61.61,49.41,0,0,2.96,180.5,2.96,180.5,2.15,131.09,
Oct'22,Regular,10/1/22,Partner_46,Offer_01,209,0,0,209,16,7.66,22.12,1.7,1.36,355.13,284.37,0,0,1.69,354,1.69,354,0.33,69.63,
Oct'22,Coreg,10/1/22,Partner_46,Offer_34,26,0,0,26,0,0,0,1,0.8,26,20.8,0,0,0,0,0,0,-0.8,-20.8,
Oct'22,Regular,10/1/22,Partner_46,Offer_04,88,0,0,88,5,5.68,45,2.14,1.71,188,150.4,0,0,2.56,225,2.56,225,0.85,74.6,
Oct'22,Regular,10/1/22,Partner_46,Offer_07,230,0,0,230,18,7.83,26.86,1.61,1.29,371.03,296.87,0,0,2.1,483.5,2.1,483.5,0.81,186.63,
Oct'22,Regular,10/1/22,Partner_46,Offer_08,61,0,0,61,3,4.92,8.33,2.61,2.09,159.33,127.53,0,0,0.41,25,0.41,25,-1.68,-102.53,
Oct'22,Coreg,10/1/22,Partner_46,Offer_30,121,0,0,121,2,1.65,6.75,0.6,0.48,72.5,58,0,0,0.11,13.5,0.11,13.5,-0.37,-44.5,
Oct'22,Regular,10/1/22,Partner_46,Offer_09,598,0,0,598,30,5.02,20.77,1.07,0.86,641.16,513.04,0,0,1.04,623,1.04,623,0.18,109.96,
Oct'22,Regular,10/1/22,Partner_30,Offer_01,528,0,0,528,52,9.85,35.73,2,2,"1,056.00","1,056.00",0,0,3.52,"1,858.00",3.52,"1,858.00",1.52,802,
Oct'22,Regular,10/1/22,Partner_31,Offer_01,10,0,0,10,3,30,27.33,8.6,7.31,86,73.1,0,0,8.2,82,8.2,82,0.89,8.9,
Oct'22,Regular,10/1/22,Partner_31,Offer_29,3,3,100,0,0,0,0,11,9.35,33,28.05,5,15,0,0,5,15,-4.35,-13.05,
Oct'22,Regular,10/1/22,Partner_31,Offer_04,265,249,93.96,16,3,18.75,45,15.91,13.52,"4,215.62","3,583.67",20.67,"5,478.00",0.51,135,21.18,"5,613.00",7.66,"2,029.33",
Oct'22,Regular,10/1/22,Partner_31,Offer_16,16,16,100,0,0,0,0,6.01,5.11,96.16,81.76,16.5,264,0,0,16.5,264,11.39,182.24,
Oct'22,Regular,10/1/22,Partner_31,Offer_07,1,1,100,0,0,0,0,16,13.6,16,13.6,28,28,0,0,28,28,14.4,14.4,
Oct'22,Regular,10/1/22,Partner_31,Offer_08,2,1,50,1,0,0,0,7,5.95,14,11.9,8.5,17,0,0,8.5,17,2.55,5.1,
Oct'22,Regular,10/1/22,Partner_31,Offer_22,1,0,0,1,1,100,35,7,5.95,7,5.95,0,0,35,35,35,35,29.05,29.05,
Oct'22,Regular,10/1/22,Partner_31,Offer_17,8,0,0,8,0,0,0,9.5,8.08,76,64.6,0,0,0,0,0,0,-8.08,-64.6,
Oct'22,Regular,10/1/22,Partner_31,Offer_09,34,3,8.82,31,7,22.58,7.57,9.38,7.98,319.02,271.17,1.24,42,1.56,53,2.79,95,-5.18,-176.17,
Oct'22,Regular,10/1/22,Partner_42,Offer_09,169,0,0,169,41,24.26,18.67,2.83,2.4,477.54,405.99,0,0,4.53,765.5,4.53,765.5,2.13,359.51,
Oct'22,Regular,10/1/22,Partner_34,Offer_14,18,0,0,18,0,0,0,2.01,1.41,36.18,25.38,0,0,0,0,0,0,-1.41,-25.38,
Nov'22,Regular,11/1/22,Partner_36,Offer_07,23,0,0,23,3,13.04,40.83,1.96,1.96,45.08,45.08,0,0,5.33,122.5,5.33,122.5,3.37,77.42,
Nov'22,Regular,11/1/22,Partner_36,Offer_09,9,1,11.11,8,2,25,37.5,3.45,3.45,31.05,31.05,1.78,16,8.33,75,10.11,91,6.66,59.95,
Nov'22,Regular,11/1/22,Partner_01,Offer_01,20,0,0,20,5,25,13.71,4.11,3.08,82.14,61.64,0,0,3.43,68.56,3.43,68.56,0.35,6.92,
Nov'22,Regular,11/1/22,Partner_01,Offer_02,132,0,0,132,37,28.03,24.67,3.01,2.26,397.27,298.27,0,0,6.92,912.79,6.92,912.79,4.66,614.52,
Nov'22,Regular,11/1/22,Partner_01,Offer_03,11,0,0,11,2,18.18,12.47,3,2.25,33,24.75,0,0,2.27,24.94,2.27,24.94,0.02,0.19,
Nov'22,Regular,11/1/22,Partner_01,Offer_04,27,0,0,27,4,14.81,29.38,4.46,3.35,120.5,90.4,0,0,4.35,117.5,4.35,117.5,1,27.1,
Nov'22,Regular,11/1/22,Partner_01,Offer_12,5,0,0,5,0,0,0,3,2.25,15,11.25,0,0,0,0,0,0,-2.25,-11.25,
Nov'22,Regular,11/1/22,Partner_01,Offer_05,9,0,0,9,1,11.11,27.81,3,2.25,27,20.25,0,0,3.09,27.81,3.09,27.81,0.84,7.56,
Nov'22,Regular,11/1/22,Partner_01,Offer_06,519,0,0,519,148,28.52,22.07,3.57,2.68,"1,854.19","1,391.94",0,0,6.29,"3,266.90",6.29,"3,266.90",3.61,"1,874.96",
Nov'22,Regular,11/1/22,Partner_01,Offer_07,41,0,0,41,7,17.07,48.85,3.35,2.51,137.35,103.1,0,0,8.34,341.97,8.34,341.97,5.83,238.87,
Nov'22,Regular,11/1/22,Partner_01,Offer_08,1,0,0,1,1,100,2.5,5,3.75,5,3.75,0,0,2.5,2.5,2.5,2.5,-1.25,-1.25,
Nov'22,Regular,11/1/22,Partner_01,Offer_09,13,0,0,13,6,46.15,9.85,3.01,2.26,39.12,29.37,0,0,4.54,59.08,4.54,59.08,2.29,29.71,
Nov'22,Regular,11/1/22,Partner_02,Offer_01,32,0,0,32,10,31.25,14.38,2.44,1.84,78.22,58.72,0,0,4.49,143.82,4.49,143.82,2.66,85.1,
Nov'22,Regular,11/1/22,Partner_02,Offer_02,106,0,0,106,20,18.87,23.34,2.69,2.02,284.97,213.94,0,0,4.4,466.77,4.4,466.77,2.39,252.83,
